Unnamed: 0,daily_screen_time,app_sessions,social_media_usage,gaming_time,notifications,night_usage,age,work_study_hours,stress_level,apps_installed,Addiction Score
7611,5,45,1,1,66,1,34,4,7,19,72.336
7612,6,25,1,2,47,0,32,6,4,29,45.77099999999999
7613,2,48,1,2,68,0,29,4,3,31,58.47599999999999
7614,2,35,1,2,83,1,24,5,5,31,68.079
7615,8,40,2,2,77,2,34,7,3,30,75.405
7616,3,30,2,0,41,1,32,4,0,23,33.132
7617,2,20,1,2,53,1,36,8,1,20,36.13499999999999
7618,7,48,0,2,64,1,23,9,6,35,68.77199999999999
7619,3,26,3,1,36,1,47,11,1,21,30.227999999999994
7620,3,22,2,0,39,0,49,7,2,29,24.188999999999997
7621,6,33,1,1,44,0,28,4,6,21,53.19599999999999
7622,3,42,2,2,72,2,37,6,6,29,72.86399999999999
7623,3,31,1,1,57,0,21,8,1,16,41.94299999999999
7624,0,40,2,1,64,4,42,3,7,25,70.45499999999998
7625,7,29,3,2,60,1,23,5,6,28,70.81799999999998
7626,5,31,2,1,72,0,34,5,3,25,57.68399999999998
7627,0,24,0,1,44,1,50,5,0,26,20.46
7628,4,30,2,2,84,3,25,4,2,20,74.41499999999999
7629,4,48,1,4,51,1,20,1,7,35,74.05199999999999
7630,5,28,1,1,52,0,20,7,5,28,48.774
7631,4,31,3,2,71,2,44,4,4,28,67.71600000000001
7632,4,29,0,1,54,1,21,9,1,19,40.22699999999999
7633,6,33,1,3,48,1,50,8,5,34,52.50299999999999
7634,6,20,1,2,50,1,34,5,5,29,50.72099999999999
7635,3,25,1,1,64,1,44,5,0,24,39.830999999999996
7636,4,36,2,2,74,1,38,6,7,36,70.488
7637,3,25,1,2,53,0,47,7,0,29,31.415999999999997
7638,4,45,5,1,64,0,17,5,9,36,80.124
7639,0,15,0,1,49,1,43,7,1,32,19.83299999999999
7640,2,30,1,0,56,1,50,5,4,26,41.184
7641,2,21,1,1,46,0,33,11,6,25,36.068999999999996
7642,2,20,1,0,59,1,25,7,3,15,41.41499999999999
7643,6,35,2,2,60,3,23,5,7,29,77.121
7644,5,35,3,1,71,0,29,5,4,32,63.062999999999995
7645,7,34,0,1,54,1,49,9,5,29,49.632
7646,2,32,3,0,70,2,29,6,2,40,52.173
7647,4,27,0,1,57,0,17,3,2,31,42.042
7648,3,25,0,1,59,0,28,3,3,35,40.09499999999999
7649,4,17,1,1,47,1,32,8,0,26,29.172000000000004
7650,2,30,0,1,47,0,30,3,6,28,42.867
7651,8,23,0,2,75,0,32,4,6,30,65.14199999999998
7652,3,29,2,0,50,0,28,7,5,21,44.87999999999999
7653,6,27,2,1,53,1,23,7,6,29,57.68399999999998
7654,5,38,0,1,59,1,27,5,4,25,55.40699999999998
7655,6,29,2,2,71,2,26,6,4,31,68.475
7656,3,14,0,2,44,0,24,5,4,20,36.036
7657,0,28,0,1,52,1,47,7,4,22,35.475
7658,0,20,1,1,51,2,38,9,5,17,40.788
7659,4,26,0,2,53,0,25,8,5,30,45.144
7660,2,27,0,2,45,0,29,7,4,23,37.61999999999999
7661,4,36,1,2,73,1,29,8,5,34,63.359999999999985
7662,4,24,1,1,49,0,39,7,1,21,33.16499999999999
7663,2,45,2,3,76,0,41,5,9,33,77.51700000000001
7664,7,28,3,3,78,3,16,5,8,23,95.139
7665,5,22,0,1,47,1,26,5,0,27,33.065999999999995
7666,2,31,2,0,70,1,38,4,8,32,61.67699999999999
7667,7,31,4,3,46,0,18,8,5,28,63.920999999999985
7668,6,38,2,1,55,2,22,4,5,42,63.19499999999999
7669,1,32,0,1,53,1,29,9,0,25,31.052999999999997
7670,5,19,0,0,51,1,54,10,1,16,27.719999999999995
7671,7,39,1,1,60,0,31,8,8,31,64.51499999999999
7672,4,21,1,0,46,0,25,4,0,26,28.247999999999994
7673,5,31,0,0,46,1,54,4,4,20,40.358999999999995
7674,5,35,2,0,68,0,17,6,5,26,60.983999999999995
7675,3,24,1,0,57,2,34,5,3,25,44.285999999999994
7676,4,25,1,0,63,2,52,7,0,25,38.115
7677,5,32,1,1,45,0,25,8,0,26,34.452
7678,8,31,4,0,85,0,26,6,3,34,69.96
7679,3,30,0,1,47,2,23,7,3,15,45.045
7680,3,34,2,1,65,3,17,7,7,34,69.762
7681,6,34,3,3,72,2,43,6,5,34,75.537
7682,5,44,2,0,69,3,36,6,3,25,66.726
7683,1,28,0,1,33,0,40,8,4,24,24.783000000000005
7684,4,25,1,0,40,0,48,5,6,32,35.013
7685,4,34,2,2,75,0,37,6,9,38,71.478
7686,6,27,3,1,76,2,25,6,7,31,76.857
7687,3,23,1,0,61,0,26,8,1,18,36.234
7688,5,38,3,0,72,0,43,6,4,26,60.291000000000004
7689,2,25,3,1,45,0,25,10,2,30,34.155
7690,6,30,2,1,50,1,32,6,2,23,48.80699999999998
7691,7,45,1,1,71,0,35,5,7,27,72.468
7692,5,35,1,1,76,1,39,7,8,20,72.27
7693,4,28,1,1,71,0,18,6,6,28,59.82900000000001
7694,3,27,2,0,47,0,34,11,2,31,29.667000000000005
7695,4,43,1,2,68,1,34,7,8,27,72.27
7696,1,27,2,0,47,1,23,7,6,26,44.18699999999999
7697,3,22,0,3,59,1,40,4,0,23,40.919999999999995
7698,5,49,2,1,57,2,43,10,5,23,64.21800000000002
7699,3,22,2,3,77,1,42,6,4,29,61.31399999999999
7700,2,30,1,2,41,3,38,4,0,25,39.26999999999999
7701,4,33,2,2,48,0,50,7,4,34,44.25299999999999
7702,4,30,2,2,63,0,41,3,3,26,54.05399999999998
7703,5,39,4,1,65,1,41,3,8,30,76.46099999999998
7704,4,22,3,1,57,1,54,7,4,31,46.66199999999999
7705,1,20,3,1,65,1,32,9,0,31,37.883999999999986
7706,4,30,1,0,50,1,20,3,6,20,53.79
7707,5,35,2,1,74,1,36,6,3,27,61.90799999999999
7708,5,32,1,1,54,2,39,4,4,34,52.569
7709,4,29,0,1,49,0,34,6,6,32,43.163999999999994
7710,4,38,3,1,84,3,24,7,6,32,82.16999999999999
7711,4,24,3,0,73,0,34,5,3,32,51.578999999999986
7712,4,23,0,0,52,0,48,2,0,19,28.577999999999992
7713,2,16,0,1,50,0,40,4,5,32,32.802
7714,3,26,1,0,41,1,49,9,5,35,31.44899999999999
7715,6,24,2,0,56,1,21,8,0,21,42.56999999999999
7716,4,21,3,0,76,1,22,4,3,36,56.46299999999999
7717,7,34,3,4,59,3,16,6,5,31,81.83999999999999
7718,4,22,1,2,52,1,27,7,6,24,52.568999999999996
7719,5,26,1,1,49,1,31,9,6,31,47.882999999999996
7720,5,41,1,0,46,2,32,6,5,36,51.183
7721,3,39,4,2,58,1,29,4,4,35,63.590999999999994
7722,5,21,0,1,55,0,52,8,3,20,35.904
7723,8,28,0,1,56,1,35,5,5,16,57.650999999999996
7724,5,35,1,3,74,1,15,4,8,28,81.31199999999997
7725,4,32,0,0,41,0,46,6,0,25,23.297999999999995
7726,2,35,3,1,66,1,34,6,7,40,62.20499999999999
7727,4,29,0,0,75,3,26,5,7,36,65.33999999999999
7728,3,30,2,1,58,2,24,4,4,34,55.50600000000001
7729,3,23,3,1,63,1,22,5,4,22,57.089999999999996
7730,7,35,3,3,80,1,23,6,6,25,86.295
7731,5,36,2,3,81,1,37,5,3,32,71.082
7732,5,23,1,0,49,1,27,6,2,32,36.795
7733,9,28,1,2,62,1,26,7,4,23,64.119
7734,3,50,3,0,64,1,30,5,5,25,66.49499999999999
7735,3,46,5,0,73,3,33,6,3,36,72.138
7736,5,30,4,3,76,2,17,4,4,30,81.015
7737,2,22,0,0,66,3,45,4,1,30,39.632999999999996
7738,6,22,1,0,66,2,38,8,0,29,42.33900000000001
7739,4,20,0,1,56,0,25,7,1,27,33.19799999999999
7740,5,21,2,1,37,1,46,5,0,25,30.129
7741,2,33,2,1,59,3,21,5,3,31,56.82599999999999
7742,3,17,1,0,46,1,31,5,6,32,38.675999999999995
7743,3,32,2,2,41,0,35,2,4,27,46.10099999999999
7744,4,26,2,1,40,1,38,6,2,34,35.309999999999995
7745,4,30,3,2,64,3,15,5,3,44,64.911
7746,6,34,3,0,74,2,24,5,6,41,72.105
7747,2,20,3,0,44,1,21,11,4,22,37.983000000000004
7748,8,20,2,2,49,0,54,8,3,14,46.761
7749,1,25,0,1,55,0,23,5,4,30,37.785000000000004
7750,3,20,1,0,52,0,46,2,3,35,31.844999999999995
7751,5,39,0,0,71,0,22,7,4,13,58.112999999999985
7752,4,37,2,2,76,1,16,6,4,28,70.45499999999998
7753,5,19,2,1,50,1,46,8,1,26,35.805
7754,1,24,1,1,64,0,39,8,3,25,38.675999999999995
7755,4,25,1,0,58,0,49,9,3,30,34.65
7756,7,28,4,1,69,2,24,6,5,28,74.349
7757,4,35,1,2,64,1,16,2,8,30,72.43499999999999
7758,3,30,1,0,50,1,40,10,6,25,43.06499999999999
7759,3,19,2,2,27,1,42,7,1,32,24.023999999999997
7760,3,31,1,1,49,2,32,5,6,25,53.55899999999998
7761,4,42,0,2,59,0,27,2,5,29,58.83899999999999
7762,2,23,0,1,56,1,46,5,0,19,31.548
7763,5,31,4,0,72,1,17,8,5,35,66.09899999999999
7764,3,41,1,1,71,1,27,8,8,29,68.30999999999999
7765,1,32,1,1,67,2,41,3,4,38,51.809999999999995
7766,2,23,1,0,51,0,41,7,2,29,27.587999999999997
7767,4,25,0,0,73,1,50,9,1,22,39.46799999999999
7768,5,28,0,1,58,1,23,4,2,21,48.245999999999995
7769,3,39,3,1,63,1,41,6,6,27,63.62399999999999
7770,3,16,1,0,45,1,29,5,6,19,41.08499999999999
7771,0,29,2,0,57,0,28,5,6,28,45.40799999999999
7772,3,23,2,1,44,0,32,5,7,24,46.893
7773,5,41,3,2,68,1,22,6,4,20,73.359
7774,2,24,0,1,51,0,26,6,4,21,37.94999999999999
7775,3,37,1,3,79,3,27,6,3,30,71.97299999999998
7776,7,30,1,0,55,0,55,6,1,21,38.709
7777,2,25,2,0,46,0,51,4,2,23,30.326999999999998
7778,4,22,3,0,45,1,28,6,1,32,35.541000000000004
7779,6,18,2,1,44,1,26,8,4,22,45.209999999999994
7780,3,18,0,1,67,0,52,6,6,28,43.658999999999985
7781,7,30,2,1,56,2,44,9,5,40,55.44
7782,5,16,0,0,53,0,32,7,5,27,36.76199999999999
7783,5,27,1,0,81,1,40,4,6,27,63.920999999999985
7784,6,34,4,1,69,2,18,7,5,29,75.37200000000001
7785,1,28,1,2,53,0,35,7,0,38,29.303999999999995
7786,2,33,0,1,78,0,30,7,5,29,54.318
7787,4,36,4,0,40,1,23,5,4,27,51.28199999999998
7788,3,22,1,0,51,0,51,8,1,25,25.112999999999992
7789,5,29,0,0,39,0,37,3,6,31,38.60999999999999
7790,2,38,2,2,57,2,38,6,6,21,63.75600000000001
7791,3,32,0,0,72,2,17,5,3,31,53.92199999999998
7792,5,25,0,1,80,2,29,4,5,30,64.67999999999999
7793,4,41,0,0,79,0,21,5,7,33,65.076
7794,6,37,2,0,70,2,30,4,9,22,79.761
7795,4,34,1,0,67,1,31,7,1,20,47.91599999999998
7796,2,28,3,3,75,1,32,6,5,34,66.693
7797,3,26,0,0,57,0,38,5,2,27,33.132
7798,3,20,2,1,45,0,53,6,4,30,33.660000000000004
7799,5,38,0,1,73,1,22,5,3,28,60.158999999999985
7800,3,18,1,0,47,1,24,5,2,28,32.439
7801,0,31,1,1,74,0,22,6,7,30,57.18899999999998
7802,4,32,1,3,64,2,29,7,4,36,61.017
7803,6,29,2,1,57,0,40,5,1,20,46.596
7804,9,38,4,0,65,0,20,6,6,21,75.636
7805,3,38,0,1,42,1,35,5,2,25,37.752
7806,3,17,1,0,48,0,45,5,5,27,33.230999999999995
7807,1,29,1,1,49,1,27,5,3,21,41.25
7808,7,36,0,2,59,2,38,6,4,28,60.621
7809,2,25,1,1,46,0,22,9,6,21,41.843999999999994
7810,6,46,4,2,78,2,30,5,7,27,92.36699999999999
7811,5,25,2,1,55,0,48,7,2,24,40.986
7812,6,42,1,0,62,1,37,6,7,32,62.931
7813,8,33,3,1,70,1,22,9,5,27,71.60999999999999
7814,5,34,1,0,51,1,30,6,6,23,53.327999999999996
7815,2,25,0,1,41,1,43,7,2,13,30.162
7816,4,37,3,0,68,2,26,7,7,25,71.478
7817,4,26,2,1,72,1,36,4,4,28,58.80599999999998
7818,4,23,1,0,49,0,33,5,0,22,29.534999999999997
7819,7,41,1,2,57,2,32,5,7,32,72.07199999999999
7820,2,45,2,0,74,2,38,7,3,32,59.10300000000001
7821,3,41,1,0,63,2,36,5,5,33,56.99099999999999
7822,2,37,1,0,77,3,22,6,8,34,71.874
7823,4,22,1,1,58,0,39,5,5,20,47.55299999999999
7824,2,45,2,1,75,3,34,9,3,39,63.26099999999999
7825,8,37,2,2,76,1,34,4,7,27,82.56599999999999
7826,5,34,3,5,74,2,23,5,8,27,93.324
7827,4,26,2,1,51,1,49,4,2,27,41.876999999999995
7828,7,45,2,0,72,3,23,5,5,38,76.362
7829,3,33,2,2,61,1,22,4,6,15,67.61699999999999
7830,4,23,1,0,57,1,39,7,0,35,31.15199999999999
7831,6,32,1,0,63,1,15,2,4,34,58.014
7832,4,50,0,0,52,1,23,5,8,29,61.44599999999999
7833,4,32,3,1,64,3,30,0,6,36,72.402
7834,2,30,2,1,59,0,26,5,5,28,51.11699999999999
7835,3,22,2,1,52,1,32,6,3,19,44.649
7836,1,25,2,0,50,2,37,6,6,33,44.516999999999996
7837,3,30,2,0,42,2,20,7,0,31,34.749
7838,3,31,1,0,42,1,29,7,4,28,38.015999999999984
7839,0,39,2,2,48,0,30,7,3,16,45.375
7840,5,17,3,1,56,0,33,7,0,21,39.236999999999995
7841,4,41,1,2,70,1,25,6,8,22,75.70199999999998
7842,6,32,1,3,70,4,34,7,3,29,71.709
7843,1,32,2,1,53,1,42,7,1,27,37.35599999999999
7844,4,49,2,1,72,2,39,5,8,26,80.19000000000001
7845,3,48,3,0,76,1,20,4,7,34,76.42799999999998
7846,0,18,2,1,57,0,30,5,4,23,39.86399999999999
7847,5,41,2,2,66,0,40,5,7,34,68.14500000000001
7848,4,33,2,1,50,0,23,6,5,20,52.931999999999995
7849,10,35,3,1,90,2,27,6,3,27,85.173
7850,6,29,0,2,74,1,36,9,8,24,68.937
7851,4,27,3,1,45,0,20,8,1,27,38.840999999999994
7852,4,26,5,0,41,1,42,4,2,16,45.57299999999998
7853,3,23,2,0,38,0,43,6,4,22,32.01
7854,5,35,4,2,61,1,24,4,7,32,75.10799999999999
7855,2,24,0,2,37,1,43,7,2,29,27.02699999999999
7856,3,25,2,0,49,1,30,6,0,19,34.88099999999999
7857,4,20,2,1,46,1,30,5,3,29,41.150999999999996
7858,4,35,3,2,68,2,22,5,5,26,73.689
7859,2,24,3,2,61,1,49,7,4,36,48.83999999999999
7860,5,46,2,1,77,1,44,3,9,33,81.246
7861,4,39,1,3,68,1,21,8,6,29,69.92699999999998
7862,4,20,1,0,52,0,33,4,4,16,41.018999999999984
7863,4,32,3,2,76,2,28,7,8,23,81.67500000000003
7864,4,35,0,2,82,1,31,4,3,27,64.05299999999998
7865,2,29,1,3,79,0,29,5,7,26,68.47499999999998
7866,4,26,0,0,48,0,42,5,3,29,31.51499999999999
7867,2,31,1,1,59,0,35,8,7,38,47.75099999999999
7868,3,27,3,2,68,0,39,7,3,27,53.69100000000001
7869,5,40,2,1,68,3,33,11,6,32,69.993
7870,3,26,2,2,56,1,24,6,0,27,43.85699999999999
7871,2,16,0,0,51,0,32,9,3,24,25.575
7872,9,36,2,0,70,2,42,6,5,20,72.20400000000001
7873,4,36,2,3,76,3,25,6,3,36,73.293
7874,3,15,3,1,58,0,42,7,0,27,33.19799999999999
7875,1,28,0,2,62,0,21,5,6,32,49.99499999999998
7876,2,28,0,1,57,1,55,6,0,28,29.96399999999999
7877,6,31,0,1,65,1,52,7,3,25,49.269
7878,5,38,1,1,67,1,26,4,4,29,61.90799999999998
7879,2,33,1,1,55,0,32,6,5,24,47.058
7880,6,29,1,0,51,0,30,8,3,25,41.150999999999996
7881,3,38,0,2,72,0,19,6,2,27,54.11999999999999
7882,2,30,1,0,46,0,30,4,0,33,26.366999999999994
7883,5,36,2,3,78,1,41,3,5,29,75.56999999999998
7884,4,30,3,2,70,1,30,8,5,38,63.49199999999999
7885,4,20,1,1,61,0,44,4,1,19,39.00599999999999
7886,5,31,0,2,68,1,37,7,7,25,63.788999999999994
7887,1,23,1,0,53,0,49,6,0,17,24.419999999999998
7888,4,42,3,0,81,1,24,7,7,24,77.64899999999999
7889,7,43,1,2,78,1,23,6,8,24,85.338
7890,6,20,0,2,58,2,47,6,4,30,49.66499999999999
7891,4,39,1,2,72,1,37,6,9,30,74.31599999999999
7892,2,29,2,1,50,0,47,5,4,19,42.53699999999999
7893,3,28,1,1,46,1,50,1,4,18,44.484
7894,3,24,0,1,44,0,21,10,3,25,31.086
7895,5,24,1,0,56,0,49,7,0,18,32.043
7896,4,18,1,2,48,0,41,5,1,24,33.36299999999999
7897,4,24,0,2,46,2,31,6,3,41,39.93
7898,5,26,0,3,54,2,38,3,4,32,54.581999999999994
7899,7,47,3,1,69,1,40,7,5,34,72.204
7900,5,29,2,0,46,1,28,8,2,22,41.349000000000004
7901,4,27,0,2,53,3,43,6,9,30,62.07299999999998
7902,5,36,0,1,66,0,35,4,8,35,61.314
7903,3,24,3,2,57,1,30,5,3,27,52.73399999999999
7904,2,27,3,0,46,0,35,6,0,19,31.448999999999995
7905,1,31,3,0,82,2,17,7,3,37,60.357000000000006
7906,5,33,0,0,45,0,28,7,2,34,32.20799999999999
7907,3,42,4,2,59,3,39,7,6,30,73.458
7908,0,21,1,0,49,1,33,5,3,24,31.514999999999993
7909,4,25,2,1,54,1,42,4,8,34,56.330999999999996
7910,5,24,2,1,42,0,26,3,5,28,46.398
7911,3,22,1,1,52,0,32,6,2,14,37.88399999999999
7912,5,32,2,0,68,0,32,4,3,28,53.45999999999998
7913,5,20,1,0,50,1,42,7,0,28,29.171999999999993
7914,3,32,1,2,60,0,33,6,2,24,46.62899999999999
7915,4,32,2,1,65,0,38,4,8,26,64.31700000000001
7916,3,29,0,0,47,2,35,2,2,24,38.577000000000005
7917,3,40,5,1,65,1,18,5,7,27,77.088
7918,4,34,2,0,67,1,22,4,3,36,54.94499999999998
7919,4,26,1,0,56,2,53,7,0,30,33.75899999999999
7920,3,31,0,0,48,1,53,7,0,27,25.376999999999995
7921,4,30,3,1,72,1,31,5,7,43,66.79199999999997
7922,1,19,1,1,60,0,40,7,0,24,28.347000000000005
7923,5,33,2,2,68,3,21,6,6,30,75.70199999999998
7924,1,28,4,0,56,0,30,3,7,22,56.10000000000001
7925,0,20,2,1,47,0,22,5,6,27,40.788
7926,4,21,0,0,61,0,39,7,2,11,36.827999999999996
7927,2,22,2,0,42,0,36,10,0,20,21.648
7928,6,35,1,1,59,1,39,7,4,22,55.803
7929,0,30,1,0,60,0,40,6,6,27,42.272999999999996
7930,6,31,3,1,63,0,20,7,7,21,68.673
7931,2,22,1,1,40,1,36,6,5,25,36.993
7932,4,25,0,1,49,0,45,7,3,31,32.273999999999994
7933,5,25,1,1,79,2,38,5,4,28,62.83200000000001
7934,7,35,0,2,81,2,18,7,6,36,76.494
7935,3,25,3,2,67,1,41,4,6,23,64.81199999999998
7936,3,17,2,0,40,0,23,4,2,17,31.581
7937,4,29,4,0,74,1,19,3,3,26,65.00999999999998
7938,3,37,2,0,69,1,31,7,3,24,54.878999999999984
7939,2,25,1,1,55,0,32,8,2,23,35.607
7940,1,37,1,2,53,0,47,11,4,15,43.09799999999999
7941,0,32,0,1,59,1,21,9,0,22,34.38599999999999
7942,4,19,0,0,38,1,51,7,1,23,20.493000000000002
7943,1,29,1,0,65,0,44,5,0,22,33.264
7944,6,40,3,2,58,0,22,6,8,29,73.82099999999998
7945,3,25,0,0,47,1,42,6,6,22,39.798
7946,5,35,1,1,83,1,36,5,4,20,68.30999999999999
7947,4,29,0,0,76,0,15,3,5,23,58.443
7948,5,22,2,1,51,1,45,3,1,27,40.821
7949,5,27,1,1,81,0,30,9,6,35,60.422999999999995
7950,5,35,2,3,79,0,41,5,4,29,69.036
7951,2,35,2,1,82,3,29,2,4,39,70.191
7952,4,34,1,1,86,3,17,6,5,29,76.36199999999998
7953,3,28,1,2,64,2,32,6,6,26,61.775999999999996
7954,3,19,0,1,46,1,38,6,0,17,27.654
7955,7,37,2,1,73,2,31,3,4,27,73.65599999999999
7956,3,20,1,1,53,1,42,6,5,28,42.537
7957,6,23,1,1,40,1,45,3,1,23,35.739000000000004
7958,3,19,1,0,60,1,42,6,5,26,43.065
7959,5,30,1,1,68,0,19,6,5,28,58.37699999999999
7960,5,24,0,1,47,1,52,4,6,22,45.309
7961,4,21,0,0,45,0,26,8,1,23,25.310999999999996
7962,2,13,1,0,45,1,51,5,5,20,31.976999999999997
7963,2,43,2,2,62,0,20,6,6,34,62.403
7964,4,26,0,1,52,1,28,4,1,21,39.63299999999999
7965,5,22,1,1,57,0,44,5,0,22,35.871
7966,4,20,3,2,63,3,24,8,6,44,63.59099999999999
7967,3,35,1,1,79,0,41,7,5,26,58.839000000000006
7968,1,33,2,2,69,0,27,5,5,32,57.58499999999998
7969,3,29,2,0,54,1,51,7,3,25,40.49099999999999
7970,5,35,1,2,63,2,30,4,4,34,62.766000000000005
7971,9,30,2,2,70,2,41,4,2,29,68.04599999999999
7972,1,27,0,0,52,0,52,9,1,29,20.063999999999997
7973,4,28,1,0,55,1,52,8,6,23,46.13400000000001
7974,3,39,3,0,61,2,16,4,6,28,67.848
7975,5,35,0,1,91,1,20,10,4,35,65.505
7976,7,41,3,2,70,2,15,6,8,29,88.935
7977,2,22,3,0,58,1,50,5,5,26,46.332
7978,3,33,4,1,61,1,23,5,8,25,71.41199999999999
7979,3,36,0,1,35,0,20,6,1,34,27.88499999999999
7980,4,22,1,0,53,1,31,6,6,23,47.35499999999999
7981,4,30,2,1,44,1,31,8,5,28,47.157
7982,2,24,2,1,47,0,39,5,4,19,40.22700000000001
7983,10,32,3,2,71,1,36,4,6,32,80.09099999999998
7984,2,33,2,0,44,1,31,7,1,21,35.21099999999999
7985,5,42,2,1,71,1,16,5,4,34,68.079
7986,4,13,0,0,50,0,21,7,4,22,33.0
7987,4,22,1,2,77,2,20,4,3,23,64.35
7988,4,15,2,3,57,0,35,7,0,24,39.50099999999999
7989,6,28,0,2,60,2,31,3,6,34,62.403
7990,2,32,2,1,62,0,39,5,6,17,56.166
7991,3,22,1,1,55,0,44,12,2,20,32.04299999999999
7992,5,36,3,1,69,0,43,4,4,27,62.00699999999999
7993,3,20,2,0,55,0,53,6,2,31,30.788999999999994
7994,2,39,2,1,62,3,31,5,9,37,71.70899999999999
7995,5,16,1,0,52,0,39,7,6,26,40.29299999999999
7996,8,35,5,1,81,1,37,6,4,40,77.38499999999999
7997,3,30,1,0,37,0,36,9,2,36,23.198999999999995
7998,4,22,1,1,45,2,24,3,4,25,47.388
7999,2,21,1,0,56,1,30,11,5,25,39.20399999999999
8000,5,34,2,0,78,2,28,5,5,26,70.28999999999999
8001,5,26,2,2,51,1,33,6,0,27,43.196999999999996
8002,3,18,1,1,39,1,44,7,7,20,40.227
8003,2,27,0,1,53,0,34,4,5,27,41.150999999999996
8004,5,40,2,0,76,3,43,4,6,25,75.57000000000001
8005,3,29,0,1,49,1,23,4,0,33,33.52799999999999
8006,4,41,2,1,54,1,42,6,5,29,56.09999999999999
8007,7,40,0,0,80,1,23,4,5,26,70.389
8008,3,25,2,1,44,0,53,3,5,15,43.06499999999999
8009,2,26,2,0,61,0,39,3,1,19,39.434999999999995
8010,2,19,2,1,48,1,27,7,0,27,31.118999999999996
8011,5,36,2,0,70,1,24,6,7,29,68.145
8012,4,25,1,2,54,2,35,6,6,30,55.76999999999999
8013,2,32,2,2,75,2,26,8,6,28,69.13499999999999
8014,4,18,2,0,48,0,27,9,2,31,30.425999999999995
8015,3,28,1,2,52,1,19,4,0,24,42.93299999999999
8016,4,36,1,1,66,0,23,5,3,30,53.229000000000006
8017,2,37,0,0,46,0,52,6,1,23,26.399999999999995
8018,2,24,3,1,65,1,20,8,0,27,44.814
8019,2,28,1,1,50,0,31,7,0,30,29.006999999999994
8020,3,27,0,2,42,1,45,8,0,20,28.907999999999998
8021,7,38,1,1,67,1,24,4,4,33,64.614
8022,5,25,1,0,47,0,20,6,2,20,37.61999999999999
8023,5,45,1,3,66,0,28,5,6,31,70.55399999999999
8024,5,33,0,2,68,0,39,0,4,24,59.268
8025,3,46,1,2,76,2,22,3,5,35,74.679
8026,3,22,2,0,51,1,54,3,2,31,34.452
8027,5,34,4,2,75,0,30,6,6,29,74.712
8028,3,34,2,2,65,3,37,5,3,40,60.12599999999998
8029,2,24,2,1,46,1,43,9,4,19,39.401999999999994
8030,6,34,2,3,75,1,20,5,5,25,77.94599999999998
8031,7,33,3,1,73,0,16,8,5,30,69.43199999999999
8032,4,31,1,1,50,2,27,7,4,30,49.434000000000005
8033,4,26,2,1,58,2,38,8,1,23,46.101
8034,4,31,2,0,66,1,41,6,3,28,50.556
8035,4,33,3,1,64,2,27,6,3,30,60.85199999999999
8036,2,23,0,0,49,0,48,10,2,24,21.977999999999998
8037,5,28,1,2,59,2,42,5,3,33,53.064
8038,4,26,2,1,48,0,31,5,1,28,37.19099999999999
8039,3,32,2,1,69,2,33,7,4,25,60.423
8040,6,46,3,1,68,0,44,5,6,28,71.01599999999999
8041,3,36,5,3,76,1,35,4,5,36,77.913
8042,3,30,1,1,49,0,53,8,4,21,38.04899999999999
8043,5,36,3,0,62,3,20,6,3,35,62.798999999999985
8044,7,26,1,3,68,0,28,4,8,28,72.66599999999998
8045,2,27,0,1,53,0,52,5,0,25,26.432999999999996
8046,3,31,1,2,78,2,27,5,7,32,72.40199999999999
8047,3,27,2,2,58,2,41,4,6,25,61.08299999999999
8048,4,24,1,0,45,1,23,8,3,21,37.785
8049,3,30,1,3,63,0,25,9,5,18,57.88199999999999
8050,7,41,2,1,70,2,20,5,7,26,81.54299999999999
8051,2,38,0,0,69,1,39,7,3,29,45.902999999999984
8052,4,23,0,0,38,0,22,4,5,20,35.937
8053,5,28,1,1,51,1,50,8,3,33,39.864
8054,6,32,2,0,71,1,25,7,6,23,66.825
8055,4,37,0,2,75,0,29,8,4,28,58.24499999999999
8056,3,30,0,0,47,0,53,7,1,18,25.871999999999993
8057,5,38,3,2,74,3,37,4,9,35,87.91199999999999
8058,9,38,0,1,70,2,20,4,3,39,66.69300000000001
8059,3,34,1,0,50,0,31,4,4,26,42.404999999999994
8060,6,37,1,2,75,0,22,4,7,31,74.21699999999998
8061,4,23,1,1,52,0,40,7,6,22,45.375
8062,3,39,3,1,63,1,42,7,6,26,63.02999999999999
8063,3,30,0,3,65,2,35,6,7,41,61.809
8064,0,22,0,1,46,0,46,9,0,25,15.872999999999998
8065,4,25,0,0,65,1,31,7,6,28,50.12699999999999
8066,2,32,1,0,89,2,36,4,8,21,74.712
8067,0,22,1,0,43,2,45,6,5,28,33.0
8068,2,25,1,0,55,1,52,4,1,33,30.326999999999998
8069,0,17,1,2,49,1,33,9,3,16,34.946999999999996
8070,4,40,3,3,60,2,25,3,7,27,80.05799999999999
8071,3,29,3,2,54,0,34,8,2,30,44.781000000000006
8072,1,35,0,0,49,1,34,7,3,25,34.81499999999999
8073,5,25,1,0,52,0,37,2,2,28,38.081999999999994
8074,2,19,0,1,46,0,34,7,3,23,28.578
8075,3,43,4,0,79,3,19,7,7,36,82.071
8076,6,21,1,2,40,0,34,8,1,24,33.16499999999999
8077,8,32,2,1,57,2,36,5,7,24,70.719
8078,3,39,2,2,68,2,36,3,7,27,74.514
8079,2,30,2,3,77,1,35,7,3,27,61.743
8080,6,36,1,3,67,2,24,4,7,30,78.63899999999998
